date,region,category,unit_price,quantity,discount_pct,revenue
2024-01-14,North,Sports,65.66,3,0,196.97
2024-01-14,East,Home & Garden,45.98,1,15,39.08
2024-01-14,North,Books,17.97,3,5,51.21
2024-01-14,East,Electronics,265.24,2,0,530.48
2024-01-14,West,Books,17.18,4,0,68.72
2024-01-14,West,Clothing,31.19,1,0,31.19
2024-01-14,South,Clothing,63.68,2,0,127.35
2024-01-14,North,Electronics,171.78,3,0,515.34
2024-01-14,South,Electronics,340.24,1,10,306.21
2024-01-14,East,Sports,66.9,3,5,190.66
2024-01-14,North,Books,23.04,2,0,46.08
2024-01-14,East,Clothing,37.39,2,0,74.78
2024-01-14,North,Home & Garden,116.02,1,0,116.02
2024-01-14,East,Clothing,41.88,2,0,83.77
2024-01-14,South,Books,19.87,2,0,39.75
2024-01-14,East,Books,15.17,1,0,15.17
2024-01-14,East,Electronics,247.02,2,0,494.04
2024-01-14,East,Home & Garden,62.47,1,0,62.47
2024-01-14,West,Clothing,45.42,3,0,136.27
2024-01-14,East,Home & Garden,68.58,3,0,205.73
2024-01-14,West,Electronics,285.79,3,0,857.36
2024-01-14,West,Electronics,363.25,4,15,1235.05
2024-01-14,East,Sports,65.37,3,10,176.5
2024-01-14,North,Books,26.59,2,0,53.17
2024-01-14,North,Electronics,262.35,2,0,524.7
2024-01-15,North,Books,14.84,3,0,44.53
2024-01-15,North,Electronics,216.92,2,5,412.15
2024-01-15,North,Books,20.19,2,0,40.38
2024-01-15,North,Clothing,46.35,3,0,139.05
2024-01-15,South,Books,24.66,4,0,98.66
2024-01-15,East,Sports,73.1,4,0,292.39
2024-01-15,West,Home & Garden,113.68,4,0,454.71
2024-01-16,East,Books,17.71,2,15,30.1
2024-01-16,North,Home & Garden,107.54,3,5,306.48
2024-01-16,South,Home & Garden,95.54,2,0,191.08
2024-01-16,West,Electronics,248.4,2,0,496.81
2024-01-16,South,Home & Garden,103.45,3,0,310.36
2024-01-16,East,Electronics,273.39,2,10,492.11
2024-01-16,North,Home & Garden,78.26,4,0,313.05
2024-01-16,West,Clothing,45.86,2,0,91.73
2024-01-16,North,Clothing,30.57,4,0,122.27
2024-01-16,East,Electronics,302.94,1,5,287.8
2024-01-16,East,Clothing,58.75,3,10,158.63
2024-01-16,North,Electronics,245.52,3,0,736.57
2024-01-16,North,Home & Garden,79.26,3,0,237.77
2024-01-16,West,Clothing,38.38,2,0,76.75
2024-01-16,South,Home & Garden,80.19,2,20,128.3
2024-01-16,East,Books,24.99,2,0,49.98
2024-01-17,North,Electronics,68.98,2,0,137.97
2024-01-17,East,Books,21.38,4,0,85.53
2024-01-17,West,Clothing,37.68,1,10,33.91
2024-01-17,West,Home & Garden,128.07,4,10,461.05
2024-01-17,East,Electronics,246.4,1,0,246.4
2024-01-17,East,Electronics,181.9,1,0,181.9
2024-01-17,South,Electronics,351.95,4,0,1407.78
2024-01-17,West,Clothing,48.62,1,0,48.62
2024-01-17,North,Home & Garden,88.44,2,0,176.88
2024-01-17,East,Sports,70.82,3,10,191.22
2024-01-17,South,Clothing,52.15,3,0,156.44
2024-01-17,South,Clothing,62.94,4,0,251.75
2024-01-17,East,Home & Garden,63.06,3,0,189.18
2024-01-17,North,Home & Garden,101.79,2,0,203.59
2024-01-17,South,Books,27.67,2,0,55.34
2024-01-18,East,Home & Garden,107.69,2,5,204.6
2024-01-18,East,Home & Garden,91.28,1,0,91.28
2024-01-18,North,Home & Garden,74.95,3,0,224.84
2024-01-18,North,Clothing,49.41,3,0,148.23
2024-01-18,South,Clothing,33.88,3,0,101.64
2024-01-18,East,Electronics,181.03,2,5,343.95
2024-01-18,North,Clothing,43.49,3,10,117.42
2024-01-18,East,Electronics,240.05,3,0,720.15
2024-01-18,East,Clothing,44.78,3,10,120.9
2024-01-18,South,Home & Garden,91.05,3,20,218.52
2024-01-18,East,Sports,55.74,1,0,55.74
2024-01-18,North,Clothing,49.51,2,15,84.17
2024-01-18,South,Electronics,205.1,3,10,553.77
2024-01-18,East,Sports,73.42,3,0,220.27
2024-01-19,North,Sports,54.69,1,0,54.69
2024-01-19,South,Electronics,278.35,3,0,835.04
2024-01-19,North,Clothing,44.01,2,0,88.01
2024-01-19,East,Home & Garden,131.59,2,0,263.19
2024-01-19,East,Home & Garden,86.05,2,15,146.29
2024-01-19,East,Clothing,38.99,1,10,35.09
2024-01-19,North,Clothing,37.7,4,0,150.78
2024-01-19,West,Home & Garden,55.52,4,0,222.08
2024-01-19,South,Books,22.31,1,0,22.31
2024-01-19,North,Electronics,382.37,4,0,1529.46
2024-01-19,East,Sports,49.42,4,0,197.7
2024-01-19,West,Home & Garden,78.88,3,0,236.65
2024-01-19,South,Electronics,348.97,1,0,348.97
2024-01-19,West,Clothing,41.55,2,0,83.1
2024-01-20,West,Books,26.07,1,0,26.07
2024-01-20,North,Sports,62.13,4,0,248.5
2024-01-20,West,Sports,43.94,2,0,87.88
2024-01-20,South,Electronics,194.39,1,0,194.39
2024-01-20,South,Clothing,49.37,3,5,140.71
2024-01-20,East,Home & Garden,129.86,4,0,519.44
2024-01-20,West,Electronics,222.59,4,0,890.35
2024-01-20,East,Electronics,322.89,3,0,968.68
2024-01-20,North,Clothing,51.04,2,20,81.66
2024-01-20,East,Books,15.51,2,0,31.02
2024-01-20,West,Books,32.32,2,10,58.18
2024-01-20,South,Books,18.5,2,0,37.0
2024-01-20,South,Electronics,253.54,4,0,1014.16
2024-01-20,East,Books,22.65,4,0,90.59
2024-01-20,North,Home & Garden,90.8,4,0,363.21
2024-01-20,South,Home & Garden,54.35,2,0,108.7
2024-01-20,North,Books,20.74,1,0,20.74
2024-01-20,North,Electronics,228.93,4,0,915.73
2024-01-20,North,Home & Garden,80.31,3,0,240.94
2024-01-20,North,Electronics,204.45,1,0,204.45
2024-01-20,South,Clothing,29.62,3,0,88.87
2024-01-20,South,Electronics,235.95,1,5,224.15
2024-01-20,North,Clothing,40.59,3,0,121.78
2024-01-21,East,Clothing,44.83,2,0,89.66
2024-01-21,West,Sports,59.77,3,0,179.31
2024-01-21,East,Clothing,51.52,4,0,206.07
2024-01-21,South,Electronics,323.01,4,10,1162.85
2024-01-21,East,Books,15.69,2,5,29.8
2024-01-21,West,Books,16.65,1,10,14.99
2024-01-21,North,Clothing,56.7,2,0,113.4
2024-01-21,West,Clothing,60.87,3,0,182.61
2024-01-21,North,Books,26.07,3,0,78.22
2024-01-21,North,Sports,90.2,1,0,90.2
2024-01-21,East,Home & Garden,82.73,3,0,248.19
2024-01-21,North,Books,15.99,2,20,25.58
2024-01-21,West,Books,26.49,3,0,79.48
2024-01-21,North,Electronics,324.11,4,0,1296.43
2024-01-21,North,Home & Garden,94.38,1,0,94.38
2024-01-21,East,Home & Garden,54.95,1,0,54.95
2024-01-21,North,Electronics,218.6,1,0,218.6
2024-01-21,North,Books,16.78,4,0,67.13
2024-01-21,South,Books,24.64,4,10,88.7
2024-01-21,East,Electronics,284.8,3,0,854.4
2024-01-21,South,Home & Garden,75.79,2,0,151.59
2024-01-21,West,Electronics,236.17,2,0,472.34
2024-01-21,West,Home & Garden,74.46,2,10,134.03
2024-01-21,West,Books,24.19,1,20,19.35
2024-01-21,East,Home & Garden,63.73,3,0,191.18
2024-01-21,North,Home & Garden,87.99,3,20,211.19
2024-01-21,South,Electronics,209.29,4,5,795.3
2024-01-21,South,Home & Garden,42.02,3,0,126.05
2024-01-22,West,Clothing,45.88,4,0,183.53
2024-01-22,North,Electronics,236.94,2,0,473.87
2024-01-22,South,Sports,47.24,2,0,94.48
2024-01-22,North,Clothing,48.13,2,10,86.63
2024-01-22,West,Sports,81.82,2,0,163.64
2024-01-22,West,Clothing,35.02,3,0,105.05
2024-01-22,South,Electronics,222.66,3,0,667.98
2024-01-22,East,Books,11.51,1,0,11.51
2024-01-22,North,Electronics,341.07,2,0,682.15
2024-01-23,East,Clothing,38.65,4,0,154.61
2024-01-23,East,Electronics,261.53,4,0,1046.14
2024-01-23,West,Clothing,44.92,2,0,89.84
2024-01-23,East,Sports,79.69,2,5,151.4
2024-01-23,East,Home & Garden,57.17,3,5,162.92
2024-01-23,North,Clothing,42.82,1,0,42.82
2024-01-23,East,Books,20.95,1,0,20.95
2024-01-23,South,Electronics,286.05,3,0,858.14
2024-01-23,West,Clothing,66.2,1,0,66.2
2024-01-23,West,Electronics,346.45,3,0,1039.36
2024-01-23,West,Clothing,23.67,1,0,23.67
2024-01-23,West,Electronics,260.64,1,10,234.58
2024-01-23,North,Sports,42.45,2,0,84.9
2024-01-23,North,Books,5.64,3,0,16.92
2024-01-23,East,Sports,65.32,4,0,261.29
2024-01-23,West,Clothing,32.65,1,0,32.65
2024-01-23,North,Clothing,35.12,4,5,133.47
2024-01-23,West,Clothing,35.7,3,0,107.09
2024-01-23,East,Electronics,217.12,4,0,868.48
2024-01-24,South,Sports,59.79,2,10,107.62
2024-01-24,North,Home & Garden,81.34,3,0,244.02
2024-01-24,West,Sports,67.74,2,5,128.7
2024-01-24,West,Clothing,32.51,4,0,130.03
2024-01-24,South,Books,22.84,4,0,91.34
2024-01-24,North,Electronics,204.09,3,0,612.26
2024-01-24,South,Books,15.95,1,10,14.35
2024-01-24,East,Electronics,273.72,2,0,547.44
2024-01-24,West,Clothing,65.38,1,15,55.57
2024-01-24,West,Home & Garden,32.74,1,5,31.1
2024-01-24,North,Sports,44.85,2,10,80.74
2024-01-24,South,Electronics,210.72,3,10,568.94
2024-01-24,South,Sports,69.04,4,0,276.15
2024-01-24,North,Books,18.54,2,5,35.23
2024-01-24,East,Home & Garden,48.74,4,0,194.94
2024-01-24,West,Home & Garden,60.53,4,0,242.12
2024-01-25,South,Electronics,249.66,4,0,998.65
2024-01-25,North,Sports,88.1,3,0,264.3
2024-01-25,North,Books,25.4,2,0,50.8
2024-01-25,East,Sports,72.51,3,10,195.77
2024-01-25,North,Home & Garden,71.44,4,0,285.78
2024-01-25,North,Books,15.22,4,5,57.85
2024-01-25,West,Books,22.12,1,10,19.91
2024-01-25,South,Books,21.33,1,5,20.26
2024-01-25,South,Books,19.77,2,0,39.55
2024-01-25,North,Electronics,324.21,1,10,291.79
2024-01-25,North,Clothing,74.13,3,0,222.4
2024-01-25,West,Sports,87.12,4,20,278.78
2024-01-25,West,Home & Garden,87.02,1,0,87.02
2024-01-25,South,Sports,45.01,1,0,45.01
2024-01-26,South,Books,17.48,3,0,52.43
2024-01-26,East,Home & Garden,49.63,1,10,44.67
2024-01-26,West,Clothing,58.99,1,0,58.99
2024-01-26,East,Clothing,39.77,3,0,119.32
2024-01-26,East,Books,21.01,3,0,63.02
2024-01-26,East,Home & Garden,41.28,3,0,123.83
2024-01-26,East,Clothing,46.42,4,15,157.81
2024-01-26,West,Sports,69.52,2,0,139.04
2024-01-26,West,Electronics,319.36,3,0,958.07
2024-01-27,West,Home & Garden,85.06,2,0,170.12
2024-01-27,North,Clothing,44.29,2,15,75.29
2024-01-27,North,Books,22.57,2,0,45.13
2024-01-27,West,Books,18.7,2,5,35.53
2024-01-27,South,Sports,69.89,2,0,139.78
2024-01-27,North,Electronics,225.85,1,0,225.85
2024-01-27,North,Clothing,54.0,3,0,162.0
2024-01-27,East,Home & Garden,47.67,3,15,121.57
2024-01-27,West,Home & Garden,98.05,3,0,294.15
2024-01-27,South,Sports,63.22,4,0,252.87
2024-01-27,East,Books,20.35,1,0,20.35
2024-01-27,North,Clothing,58.07,1,0,58.07
2024-01-27,West,Home & Garden,93.07,3,0,279.2
2024-01-27,West,Clothing,75.23,3,0,225.7
2024-01-27,West,Clothing,63.14,4,5,239.92
2024-01-27,East,Home & Garden,106.3,4,0,425.19
2024-01-27,South,Clothing,49.77,2,0,99.55
2024-01-27,West,Clothing,46.61,2,0,93.23
2024-01-27,North,Clothing,38.12,4,0,152.47
2024-01-27,South,Clothing,44.58,1,0,44.58
2024-01-27,North,Home & Garden,62.11,1,0,62.11
2024-01-27,West,Electronics,208.16,4,0,832.65
2024-01-27,North,Clothing,48.59,2,0,97.18
2024-01-27,North,Clothing,60.08,4,0,240.32
2024-01-28,South,Home & Garden,79.63,3,0,238.89
2024-01-28,South,Books,25.38,1,0,25.38
2024-01-28,South,Clothing,48.01,4,0,192.02
2024-01-28,North,Sports,67.63,4,10,243.47
2024-01-28,North,Home & Garden,82.9,2,0,165.79
2024-01-28,East,Sports,50.78,4,0,203.11
2024-01-28,North,Clothing,43.52,2,0,87.05
2024-01-28,East,Clothing,45.86,1,0,45.86
2024-01-28,South,Home & Garden,84.13,4,0,336.54
2024-01-28,East,Sports,71.38,1,0,71.38
2024-01-28,South,Electronics,247.92,3,0,743.77
2024-01-28,North,Clothing,42.66,1,0,42.66
2024-01-28,East,Clothing,54.62,4,0,218.5
2024-01-28,West,Clothing,59.48,1,0,59.48
2024-01-28,South,Sports,80.89,3,0,242.66
2024-01-28,East,Sports,56.25,3,0,168.75
2024-01-28,East,Clothing,62.84,1,0,62.84
2024-01-28,South,Electronics,298.72,3,0,896.17
2024-01-28,West,Clothing,59.74,3,0,179.22
2024-01-28,East,Home & Garden,107.91,1,0,107.91
2024-01-28,East,Clothing,66.28,1,20,53.02
2024-01-28,North,Books,17.69,3,20,42.45
2024-01-28,South,Electronics,244.48,2,0,488.95
2024-01-28,South,Electronics,226.87,1,0,226.87
2024-01-28,West,Electronics,244.16,3,0,732.48
2024-01-28,West,Home & Garden,84.58,1,0,84.58
2024-01-28,West,Clothing,27.33,4,20,87.45
2024-01-29,North,Electronics,179.58,3,0,538.73
2024-01-29,South,Clothing,30.81,4,10,110.91
2024-01-29,South,Electronics,195.94,3,0,587.81
2024-01-29,South,Home & Garden,29.39,1,5,27.92
2024-01-29,South,Clothing,41.78,4,0,167.13
2024-01-29,North,Clothing,44.66,4,15,151.85
2024-01-29,North,Home & Garden,68.65,2,5,130.43
2024-01-29,South,Books,21.54,4,0,86.16
2024-01-29,East,Clothing,40.59,2,15,69.01
2024-01-29,North,Clothing,44.85,4,0,179.39
2024-01-29,South,Clothing,49.39,3,0,148.18
2024-01-29,East,Clothing,20.97,2,5,39.85
2024-01-29,West,Clothing,80.3,4,10,289.08
2024-01-29,East,Home & Garden,103.32,4,0,413.26
2024-01-29,South,Clothing,42.7,1,0,42.7
2024-01-30,East,Electronics,189.27,2,0,378.54
2024-01-30,East,Home & Garden,52.41,2,0,104.82
2024-01-30,West,Home & Garden,69.29,3,0,207.86
2024-01-30,South,Home & Garden,97.13,3,0,291.4
2024-01-30,East,Sports,77.83,4,5,295.77
2024-01-30,North,Clothing,52.97,2,0,105.94
2024-01-30,South,Clothing,42.85,3,0,128.55
2024-01-30,East,Home & Garden,69.03,1,20,55.22
2024-01-30,South,Clothing,45.01,2,0,90.03
2024-01-30,South,Electronics,198.93,2,0,397.86
2024-01-30,North,Electronics,304.56,2,0,609.11
2024-01-30,North,Electronics,210.63,3,0,631.89
2024-01-30,North,Home & Garden,81.2,1,0,81.2
2024-01-30,East,Electronics,267.34,3,0,802.01
2024-01-30,South,Home & Garden,67.02,4,0,268.09
